AGENT_NO	CODE	SUB_NO	REMARKS	REFUND	DES	INI	NAME	DEPT	INSTITUTE	ADDRESS	CITY	DISTT	COUNTRY	PIN	FASC	P	NOP	JAA	NOJAA	MS	NOMS	EPS	NOEPS	BMS	NOBMS	CS	NOCS	S	NOS	JB	NOJB	JG	NOJG	RES	NORES	AS	NOAS	CURR	NOCURR	PAID_FLAG	REMARK	ST_YR	END_YR	ST_DT	END_DT	AGENT	B	AN	AD	AD1	AD2	AC	ACO	CANCEL	EMAIL	TEL
0	FI	116					Bayerische Staatsbibliothek	Zietschriftenlesesaal	Ludwigstrasse 16		D-80539 Munchen		Germany			0	0	10	1	3	1	5	1	0	0	7	1	0	0	8	1	8	1	0	0	0	0	10	1	Y	JG   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	117					University of Western Ontario	Serials Acquisitions Unit	D B Weldon Library (GST R129347480)	"London, Ontario"	Ontario N6A 3K7		Canada			0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	Y	CURR   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	118					Massey University	The Librarian	Private Bag		Palmerston North		New Zealand			0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	Y	CURR   AIR MAIL	89	93	1/1/1989	12/31/1993	"Prints, India"										
0	FI	119					York University Libraries	[GST 129 990 040]	Central Serial Records	"4700 Keele Street, North York"	Ontario M3J 1P3		Canada			0	0	14	1	5	1	7	1	0	0	0	0	0	0	2	1	11	1	0	0	0	0	0	0	Y	JG   AIR MAIL	1989	2006		12/31/1996	Prints / Blackwells										
0	FI	120					Hong Kong University Science	& Technology	Air Freight Service (01453)	P.O. Box 9210 (M 40)	Westwood MA 02090		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	Y	JB   AIR MAIL	91	96	1/1/1991	12/31/1995											
0	FI	121					Carleton University	Serials Department	1125 Colonel by Drive	Ottawa	Ontario  K1S 5B6		Canada			8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	P   AIR MAIL	89	1998	1/1/1989	12/31/1996	Blackwells										
0	FI	122					University of Massachusetts-Boston	Healey Library	Periodicals Department	Harbor Campus	"Boston,   MASS. 02125"		U.S.A.			5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	P   AIR MAIL	89	93	1/1/1989	12/31/1993											
0	FI	123					Hong Kong Institute of Education	Central Library	10 Lo Ping Road	Tai Po	New Territories		Hong Kong			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	Y	RES   AIR MAIL	96	1998	1/1/1996	12/31/1900											
0	FI	124					Simon Fraser University	GST 129 990 040	"Serials Division, Library"		Burnaby-BC V5A 1S6		Canada			10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	P   AIR MAIL	1989	2004	1/1/1989	12/31/1996	Prints / Blackwells								C		
0	FI	125					Waterloo University	GST REG No. 123 404 113	"Periodicals Department,The Library"	Waterloo	Ontario  N2L 3G1		Canada			5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	P   AIR MAIL	89	93	1/1/1989	12/31/1993	Prints										
0	FI	126					Service Commun Documentation	1'Universite C L Bernard-Lyon I	Bibl Univ. Sciences/Periodicals	43 Bd. du 11 Nov 1918	69622 Villeurbanne		France (cedex)			0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	Y	JB   AIR MAIL	89	96	1/1/1989	12/31/1996	Prints										
0	FI	127					University of West Indies	Science Library	Mona	7 Kingston	Jamaica		West Indies			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	Y	JB   AIR MAIL	1989	2004	1/1/1989	12/31/1996	Prints / Blackwells										
0	FI	128					University of Saskatchewan	GST 123 404 113	Library Order Department (Serials)	"Saskatoon, Saskatchewan"	SK S7N OA0		Canada			0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	14	1	0	0	0	0	9	1	Y	JG   AIR MAIL	1989	2006		12/31/1996	Prints / Faxon-SMS										
0	FI	129					Standaard Tijdschriftenservice	(REF:No.72244 STS)	Industriepark Noord 28A	"B-9100, ST-Niklaas"	Sint Niklaas		Belgium			0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	0	0	1/1/1993	12/31/1996	Standaard Boekhand-										
0	FI	130					Santa Clara University	Orradre Library Pr	Santa Clara		California 95053		U.S.A.			0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	MS   AIR MAIL	89	93	1/1/1989	12/31/1993	Prints										
0	FI	131					Iowa University	Libraries	Serials Department	Iowa City	Iowa  52242		U.S.A.			3	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	1999	1/1/1989	12/31/1996	Prints/Blackwells										
0	FI	132					University of California-Santa Cruz	Serials Section	University Library	"1156 High Street, Santa Cruz"	CA 95064		U.S.A.			2	1	10	1	4	1	4	1	0	0	4	1	0	0	3	1	12	1	0	0	0	0	0	0	Y	JG   AIR MAIL	1989	2006		12/31/1996	Prints / Blackwells										
0	FI	133					MIT Library	Massachusetts Institute of Tech.	Science Room 14-0756	"77, Massachusetts Avenue, Cambridge"	MA 02139-4307		U.S.A.			7	1	0	0	5	1	2	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	Y	MS   AIR MAIL	1989	2006		12/31/1996	Prints / Blackwells										
0	FI	134					Sydney University	"Ref: L2611,    BLS-The Librarian"	"Serials Department,Fisher Library"	Sydney	New South Wales 2006		Australia			0	0	0	0	9	1	9	1	0	0	9	1	0	0	0	0	1	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	2000	1/1/1989	12/31/1996	Prints/Blackwells										
0	FI	135					The Keeper of Printed Books	Radcliffe Science Library	"24903925, Acquisitions Dept."	Parks Road	Oxford  OX1 3QP		U.K.			0	0	0	0	5	1	5	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	6	1	Y	CURR   AIR MAIL	89	94	1/1/1989	12/31/1994	"Prints India,N.Del."										
0	FI	136					University of Victoria	GST REG No. 123 404 113	"Serials Division, McPherson Library"	"PO Box 1800 STN CSC, Brit. Columbia"	Victoria BC V8W 3H5		Canada			0	0	13	1	13	1	5	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	137					"California University, Santa Cruz"	Serials Section	University Library	"Santa Cruz, California"	CA 95064		U.S.A.			0	0	3	1	3	1	3	1	0	0	3	1	0	0	0	0	2	1	0	0	0	0	0	0	Y	JAA   AIR MAIL	1989	2006		12/31/1991											
0	FI	138					Pennsylvania University	UP Serials	3420 Walnut Street	Philadelphia	PA 19104-6278		U.S.A.			13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	P   AIR MAIL	1989	2006		12/31/1995											
0	FI	139					Jan Owens	Webb Bridge Middle School	4455 Webb Bridge Road	Alpharetta	GA 30202		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y	JG   AIR MAIL	2005	2005		12/31/1993	"W.T. Cox Subs., NC"										
0	FI	140			Prof.		Edward P J van den Heuvel	31-20-5257492	Da Costalaan 3	3743 HT Baarn	3743 HT Baarn		Netherlands			0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	1990	2003		12/31/1995											
0	FI	143					John Rylands University	Library of Manchester	"Periodicals Dept,  Medical/Science"	"Section,   Oxford Road"	Manchester M13 9PP		U.K.			0	0	5	1	5	1	5	1	0	0	5	1	5	1	3	1	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	89	93	1/1/1989	12/31/1993	Prints										
0	FI	144					Orszagos	Mezoegazdasagi es	Dokumentacios Kozpond	"Koenyvtar, pf 15"	Budapest 1253		Hungary			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	Y	CURR   AIR MAIL	92	96	1/1/1992	12/31/1996	Swets & Zeitlingefr										
0	FI	145					Universitaetsbibliothek	Ref: 3100.700	- SSP -	Universitaetsstrasse 1	40225 Duesseldorf		Germany			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	2003	1/1/1989	12/31/1996	"Ex Libris,Germany"										
0	FI	146					Centre D'Etudes Nucleaires De	"Saclay, DEN/SAC/DPI/STI/SID"	BAT 526	F  91191	Gif Sur Yvette Cedex		France			12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	Y	CURR   AIR MAIL	89	2002	1/1/1989	12/31/1996	"Dawson, France"								C		
0	FI	147		JAA changed to 4 copies from 1996			China National Publications	Import & Export (Group) Corporation	Periodical Department	"P.O. Box 50p, 16 Gongti East Road"	Beijing 100020		China (PRC)			11	1	11	4	4	1	11	1	11	2	3	1	2	1	11	3	0	0	0	0	0	0	12	2	Y	CURR   AIR MAIL	1989	2008		12/31/1996										ordereuro.p@cnpiec.com.cn	
0	FI	149					California University	Serials Records Section	University Library	"100 Northwest Quad, Davis"	CA 95616-5292		U.S.A.			0	0	0	0	0	0	0	0	0	0	3	1	0	0	5	1	1	1	0	0	0	0	0	0	Y	JB   AIR MAIL	1995	2006		12/31/1995	Prints / Dawson										
0	FI	150		ON 29.6.93; 1992 & 1993 (UPTO JUNE SENT)			California University	(DA99288 forJG & U9718 for CS)	Serials Records Sections	"University Library,    Davis"	CA 95616-5292		U.S.A.			0	0	0	0	0	0	0	0	0	0	11	1	0	0	8	1	3	1	0	0	0	0	8	1	Y	JG   AIR MAIL	89	2000	1/1/1989	12/31/1996	Dawson										
0	FI	152					"Vanderbilt University, Periodicals"	"Dept.,  (MS:BWS-2955 & CS:BWS-2953)"	Jean and Alexander Heard Library	"419, 21st Avenue South, Nashiville"	Tennessee 37240-0007		U.S.A.			0	0	0	0	4	1	4	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	Y	MS   AIR MAIL	89	92	1/1/1989	12/31/1992	Prints										
0	FI	153					Vanderbilt University Library	Periodicals Receiving	Suite 700 Baker Building	"110 21st Avenue South, Nashville"	TN 37203-2408		U.S.A.			8	1	0	0	9	1	7	1	0	0	7	1	0	0	0	0	4	1	0	0	0	0	0	0	Y	JG   AIR MAIL	1989	2006		12/31/1996	Prints / Blackwells										
0	FI	155					Florida  University	Central Science Library	Gainesville	Florida  32611	Florida		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	]	CURR   AIR MAIL	89	93	1/1/1989	12/31/1993	Dawson										
0	FI	156		rowecom has asked us to stop after 2000			National Institute for Medical	Research	"The Librarian,  Ref: O/NO  68148"	"The Ridgeway,  Mill Hill"	London  NW7 1AA		U.K.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	2000	1/1/1989	12/31/1996	Dawson										
0	FI	157					RB Draughon Library (Auburn Univ.)	Serials Department	231 Mell Street	"Auburn University, Alabama"	AL 36849-5606		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	Y	JG   AIR MAIL	1989	2006		12/31/1995	Prints										
0	FI	158					California University	DA 99288	University Library	"Davis, California"	CA 95616-5292		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	2000	1/1/1989	12/31/1996	Dawson										
0	FI	159	Agent: PTI-Publicacoes Tecnicas	"Internacionais LTDA, Sao Paulo, Brazil"			UNICAMP	M. Lourdes/Biblioteca Central	CX.Postal 6136	13081-970 Campinas SP	Campinas SP		Brazil			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	Y	JAA *********          2 COPIES   AIR MA	2006	2006		12/31/1991	R Peixoto Gomide										
0	FI	160					Righteous International	Subscription Services	71 Ubi Crescent	# 05-09 Excalibur Centre	Singapore 408571		Singapore			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y	JG   AIR MAIL	2006	2006		12/31/1995											
0	FI	161					AMS/UNABO*BC-HG	P.O. Box 750			1430 AT Aalsmeer		The Netherlands			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y	JG   AIR MAIL	2006	2008		12/31/1996											
0	FI	162					Simon Fraser University	Serials Division	WAC Bennett Library	"P.O. Box 8004, Blaine"	Washington 98230		U.S.A.			2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JG   AIR MAIL	2005	2006		12/31/1996	Prints										
0	FI	163					Lawrence Livermore National Lib.	LLNL Library L610  (L6000256)	P.O. Box 5501	Livermore	CA 94551-0611		U.S.A.			0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	BMS	89	2001	1/1/1989	12/31/1996	Prints (89-91 Otto)										
0	FI	164					Franceschetti Bibliotheque	"Vesenaz Le,  Foundation Professeur"	11 Chemin Du Petray	CH-1222 Vesenaz - Geneve	Geneve		Switzerland			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	Y	JG   AIR MAIL	91	96	1/1/1991	12/31/1996	Prints										
0	FI	165	Standing Order Ref: IIAZL03016411	Standing Order for P/MS/CS/EPS/JB  2.4.1997			Staatsbibliothek Zu Berlin	Preussischer Kulturbesitz	"Abt. Bestandsaufbau, Zeitschriften-"	"referat, Potsdamer Str. 33"	10772 Berlin		Germany			7	1	0	0	7	1	7	1	0	0	7	1	0	0	7	1	0	0	0	0	0	0	13	1	Y	CURR   AIR MAIL	1989	2008		12/31/1996	Prints										
0	FI	168					JF Kinokuniya Co. Ltd.	P.O.Box 36  JICF Hongo		Hongo	Tokyo 113		Japan (KIN)			6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	P   AIR MAIL	90	2001	1/1/1990	12/31/1995	Prints										
0	FI	169					U P I E	C.P. 188	Pisa		56100 Pisa		Italy			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	Y	CURR   AIR MAIL	2006	2006		12/31/1994	Prints										
0	FI	170					Libreria Commissionaria Sansoni SPA	Agrerial Scienze 3097298 VT	Via Duca di Calabria 1/1	Firenze	50125 Firenze Sede		Italy			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y	CURR   AIR MAIL	2006	2006		12/31/1996	Prints										
0	FI	171					CSIRO Telecommunications and	"Industrial Physics, 8800001085"	Marsfield Site	"PO Box 76, Epping, New South Wales"	NSW 1670		Australia			0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	1989	2006		12/31/1996	Prints / Blackwells										
0	FI	172					Marston Science Library	University of Florida	"L 306 MSL, P.O. Box 117011"	"Gainesville, Florida"	FL 32611-7011		U.S.A.			0	0	13	2	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	Y	CURR   AIR MAIL	1989	2006		12/31/1996	"Prints / Faxon, BGL"										
0	FI	173					FIOCRUZ/Ebsco Brasil	Fiocruz	At Christiane Costa	Caixa Postal 65000 (RJ)	20072-970 Rio deJaneiro		Brazil			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	Y	P   AIR MAIL	2005	2008		12/31/1993	Prints										
0	FI	174					Rikagaku-Kenkyusho	The Library	Wako-shi		351-0198 Saitama		Japan			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0		JAA	2004	2005		12/31/1900	Maruzen										
0	FI	175					Fondren Library (Rice University)	Serials MS 235	P.O. Box 1892	"Houston, Texas"	TX 77251-1892		U.S.A.			0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	176					Kansas  University - Libraries	Serials Department	210 Watson	Lawrence	Kansas  66045-2800		U.S.A.			0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	89	96	1/1/1989	12/31/1996	Harrassowitz										
0	FI	177					University of Illinois at Chicago	Serials Section (001ACM4081)	University Library MC 234	"P.O. Box 8198, Chicago"	IL 60680		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	14	1	Y	JG   AIR MAIL	1989	2008		12/31/1996	Prints										
0	FI	178					"Black Mountain Library, CSIRO"	CSIRO (9200005311) (8800002331)	G.P.O. Box 109	Canberra	Canberra ACT 2601		Australia			0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	15	1	0	0	0	0	0	0	Y	JG   AIR MAIL	1989	2006		12/31/1996	Prints / Blackwells										
0	FI	179					Hale Library	Technical Services Department	Kansas State University	"Manhattan &Anderson Aves, Manhattan"	KS 66506-1200		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	2000	1/1/1989	12/31/1995	Otto										
0	FI	180					South Dakota State University	Hilton M. Briggs Library	Serials Department	"P.O. Box 2115, Brookings, S. Dakota"	SD 57007-1098		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	Y	JG   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	181					Alderman Library	Acquisitions/Serials	Univeristy of Virginia	"P.O. Box 400151, Charlottesville"	VA 22904-4151		U.S.A.			9	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0		JG   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	182					National Science Library & Res.Ctr.	National Science Foundation	"47/5, Maitland Place"	(Attn: Library Assistant)	Colombo 00700		Sri Lanka			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	Y	CURR   AIR MAIL	1990	2013		12/31/1996											
0	FI	183					Serdat	(PO223F0227)	"rue Defacqz, 1"		Bruxelles 1000		Belgium			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	Y	CURR   AIR MAIL	89	96	1/1/1989	12/31/1995									C		
0	FI	184					University of Nebraska	Lincoln Libraries	Acquisition Department	"P O Box 880410, Lincoln, Nebraska"	NE 68588-0410		U.S.A.			0	0	0	0	11	1	5	1	3	1	11	1	0	0	11	1	2	1	0	0	0	0	13	1	Y	CURR   AIR MAIL	1989	2008		12/31/1996	Prints										
0	FI	185					Bayerische Staatsbibliothek	Erwerbungsabteilung	Ludwigstr. 16	Postfach 34 10 50	8000 Muenchen 34		Germany			0	0	0	0	0	0	5	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	Y	EPS   AIR MAIL	0	0	1/1/1989	12/31/1993	Otto										
0	FI	187					Instituto De Fisica	Biblioteca - UNAM	APDO Postal No. 19-512	Deleg. Benito Juarez	Mexico  03910  D.F.		Mexico			9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	P   AIR MAIL	90	0	1/1/1990	12/31/1996	"Readmore, USA"										
0	FI	188					"Botany School, Cambridge University"	Librarian	Downing Street	Cambridge CB2 3EA	England		U.K.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	94	1/1/1989	12/31/1994	Prints										
0	FI	189					Korea Institute of Industry and	Technology Information (KNITT)	P.O.Box 205/Cheongryang		Seoul		Korea			0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	0	0		12/31/1991											
0	FI	190					Aristotelion University of	Thessaloniki	"Library, Periodicals Service"	"54006-84, Thessaloniki"	Thessaloniki		Greece			0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	Y	JG   AIR MAIL	90	95	1/1/1990	12/31/1995	Prints										
0	FI	191					US Geological Survey - Library	National Center MS 950	12201 Sunrise Valley Drive	"Reston, Virginia"	VA 20192		U.S.A.			0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y	CURR   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	192					U.S.  Geological Survey	Library	345 Middlefield RD -MS 955	Menlo Park	California 94025-3591		U.S.A.			0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	EPS   AIR MAIL	89	97	1/1/1989	12/31/1996	Otto										
0	FI	193					Rancho Santa Anna Botanic Garden	Library	1500 N College Avenue	"Claremont, California"	CA 91711		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	Y	JG   AIR MAIL	1990	2006		12/31/1996	Prints										
0	FI	194					Hawaii University	"Library, Senirals Department"	2550 The Mall	Honolulu	Hawaii 96822-2233		U.S.A.			13	1	0	0	13	1	13	1	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	Y	MS   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	195					Ram Kham Keang University	Periodicals & Documents	Dept/Central Library	Huamak Bangkapi	Bangkok 10240		Thailand			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	Y	CURR   AIR MAIL	91	93	1/1/1991	12/31/1993											
0	FI	196					University Bibliothek Munster	Zeitschriftenstelle PF 8029		D 48043 Muenster	Muenster		Germany			0	0	0	0	7	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	Y	MS   AIR MAIL	1989	2009	1/1/1989	12/31/1995	Prints / Otto										
0	FI	197					Ohio State University Libraries	Continuation Acquisition Division	1858 Neil Avenue Mall	"Columbus, Ohio"	OH 43210-1286		U.S.A.			12	1	13	2	13	1	12	1	0	0	12	2	0	0	0	0	0	0	0	0	0	0	12	1	Y	CURR   AIR MAIL	1989	2006		12/31/1996	Prints										
0	FI	198					Altamond Elem. School	Library	P.O. Box. 40	Altamont	UT. 84001		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	Y	CURR   AIR MAIL	90	91	1/1/1990	12/31/1991											
0	FI	199					CNRS/INIST	Bibliotheque	54154 Vandoeuvre Les	Nancy Cedex	Vandoeuvre		France (EURO I-334)			6	1	5	1	0	0	0	0	6	1	0	0	1	1	2	1	0	0	0	0	0	0	6	1	Y	CURR   AIR MAIL	90	95	1/1/1990	12/31/1995	"Prints India,N.Del."										
0	FI	200					Sky Publishing Corporation	P.O. Box 9111	Belmont	Massachusetts  02178-9111	Massachusetts		U.S.A.			0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	90	93	1/1/1990	12/31/1993											
0	FI	202					California University at Irvine	Science Library - Serials	"Bldg. 520, P.O. Box 19556"	Irvine	CA 92623-9556		U.S.A.			0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	Y	JG   AIR MAIL	1989	2004	1/1/1989	12/31/1996	Prints										
0	FI	203					"Massachusetts, University of"	"799944-H01, Library, Serials"	Acquisitions Department	Amherst	Massachusetts 01003		U.S.A.			0	0	0	0	6	1	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Y	MS   AIR MAIL	89	95	1/1/1989	12/31/1995	Prints										
0	FI	204					Sanshi Konchu Nogyo	G 91132-01	Kenkyu-jo  Library	"1-10-1, Agata Matsumoto"	Nagano 390		Japan (KIN)			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	Y	JG   AIR MAIL	90	93	1/1/1990	12/31/1993	Prints										
0	FI	205					AMS/GAUTENG*LIB	P.O. Box 750			1430 AT Aalsmeer		Netherlands			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	Y	RES   AIR MAIL	2003	2006	1/1/2003	12/31/1900	EBSCO										
0	FI	206					Chiba  University	Fuzoku Library	"1-33, Yayoi-Cho"	Chiba   260 KOK	Chiba		Japan			0	0	0	0	5	1	5	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	Y	MS   AIR MAIL	89	93	1/1/1989	12/31/1993	"Kokusai, Japan"										
0	FI	207					Observatoire d' Astrophysique de	Marseille Provence	Site De L'O.H.P. Bibliotheque	04870 St. Michel L'Observatoire	04870 St. Michel Obser.		France			0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	1989	2006		12/31/1996	EBSCO										
0	FI	208					Royal Swedish Academy of Sciences	Att/ Christer Wijkstrom	P.O.Box 50005	S-104 05	Stockholm		Sweden			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	1	0	0	0	0	Y	JG   AIR MAIL	2000	0	7/1/2000	12/31/1995											
0	FI	209					Mitchell Library	Periodicals Librarian	North Street		Glasgow.  G3 7DN		Scotland			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	2002	1/1/1989	12/31/1995	Prints										
0	FI	211					INAF-IST Nazion Astrofisica	Observatoria Astronomico Biblioteca	Via G.B. Tiepolo NR. 11		Trieste 34131		Italy			0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	JAA   AIR MAIL	1989	2006		12/31/1996											
0	FI	213					Universidade De Brasilia	Biblioteca Central	Campus Universitario	ASA Norte	"70910-900, Brasilia-DF"		Brasil			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	Y	JG   AIR MAIL	89	97	1/1/1989	12/31/1995	Prints										
0	FI	214					[Ref: AGRARIA]	Anglo Americal Book Company	Via della Vite 27		00187 Roma		Italy			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y	JB	2004	2004		12/31/1900	Anglo American Book										
0	FI	215					Stellenbosch  University	Periodicals Department	J S Gericke Library	Private Bag 5036	Stellenbosch 7600		South Africa			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	Y	JG   AIR MAIL	92	2002	1/1/1992	12/31/1996	Prints										
0	FI	216					Spring Book Trading Company	Business Dept. (P.O. NO. SB-1303-In	204-MS; 1234-135-JAA; 1129-3-CURR)	G.P.O. Box 6519	Hong Kong - GPO		Hong Kong			0	0	4	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	Y	CURR   AIR MAIL	89	1998	1/1/1989	12/31/1993	Spring										
0	FI	218					Niigata University	Central Library	8050 Ikarashi 2-No-Cho		Niigata 950-2181		Japan			0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	MS   AIR MAIL	1989	2005		12/31/1994	Prints										
